name,city,state,url,website,buy_link,phone,email,type,notes,products,source,source_url,prices
Natco Inc.,"LaSalle, QC",,https://textileconnect.com/directory/natco-inc/,https://textileconnect.com/directory/natco-inc/,https://textileconnect.com/directory/natco-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Natex Inc,Huntersville,NC,https://textileconnect.com/directory/natex-inc/,https://textileconnect.com/directory/natex-inc/,https://textileconnect.com/directory/natex-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Association-Continent,Charleston,SC,https://textileconnect.com/directory/national-association-continent/,https://textileconnect.com/directory/national-association-continent/,https://textileconnect.com/directory/national-association-continent/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Coating Corp,Rockland,MA,https://textileconnect.com/directory/national-coating-corp/,https://textileconnect.com/directory/national-coating-corp/,https://textileconnect.com/directory/national-coating-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Cotton Council,Cordova,TN,https://textileconnect.com/directory/national-cotton-council/,https://textileconnect.com/directory/national-cotton-council/,https://textileconnect.com/directory/national-cotton-council/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Cotton Ginners Association,Memphis,TN,https://textileconnect.com/directory/national-cotton-ginners-association/,https://textileconnect.com/directory/national-cotton-ginners-association/,https://textileconnect.com/directory/national-cotton-ginners-association/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Council of Textile Organizations (NCTO),NW Washington,District of Columbia (DC),https://textileconnect.com/directory/national-council-of-textile-organizations-ncto/,https://textileconnect.com/directory/national-council-of-textile-organizations-ncto/,https://textileconnect.com/directory/national-council-of-textile-organizations-ncto/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Filter Media Corp.,Wallingford,CT,https://textileconnect.com/directory/national-filter-media-corp/,https://textileconnect.com/directory/national-filter-media-corp/,https://textileconnect.com/directory/national-filter-media-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"National Filters, Inc.",Harbor Beach,MI,https://textileconnect.com/directory/national-filters-inc/,https://textileconnect.com/directory/national-filters-inc/,https://textileconnect.com/directory/national-filters-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Gypsum Co,Charlotte,NC,https://textileconnect.com/directory/national-gypsum-co/,https://textileconnect.com/directory/national-gypsum-co/,https://textileconnect.com/directory/national-gypsum-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Home Furnishings Association,High Point,NC,https://textileconnect.com/directory/national-home-furnishings-association/,https://textileconnect.com/directory/national-home-furnishings-association/,https://textileconnect.com/directory/national-home-furnishings-association/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Mastercraft Inds Inc,Raleigh,NC,https://textileconnect.com/directory/national-mastercraft-inds-inc/,https://textileconnect.com/directory/national-mastercraft-inds-inc/,https://textileconnect.com/directory/national-mastercraft-inds-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Mills,Merriam,KS,https://textileconnect.com/directory/national-mills/,https://textileconnect.com/directory/national-mills/,https://textileconnect.com/directory/national-mills/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Nonwovens Inc.,Easthampton,MA,https://textileconnect.com/directory/national-nonwovens-inc/,https://textileconnect.com/directory/national-nonwovens-inc/,https://textileconnect.com/directory/national-nonwovens-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Petrochemical & Refiners Association,NW Washington,District of Columbia (DC),https://textileconnect.com/directory/national-petrochemical-refiners-association/,https://textileconnect.com/directory/national-petrochemical-refiners-association/,https://textileconnect.com/directory/national-petrochemical-refiners-association/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Retailer Federation,NW Washington,District of Columbia (DC),https://textileconnect.com/directory/national-retailer-federation/,https://textileconnect.com/directory/national-retailer-federation/,https://textileconnect.com/directory/national-retailer-federation/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Robe Co,Greensboro,NC,https://textileconnect.com/directory/national-robe-co/,https://textileconnect.com/directory/national-robe-co/,https://textileconnect.com/directory/national-robe-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Spinning Company – Burlington,Burlington,NC,https://textileconnect.com/directory/national-spinning-company-burlington/,https://textileconnect.com/directory/national-spinning-company-burlington/,https://textileconnect.com/directory/national-spinning-company-burlington/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Spinning Company – Headquarters,Washington,NC,https://textileconnect.com/directory/national-spinning-company-headquarters/,https://textileconnect.com/directory/national-spinning-company-headquarters/,https://textileconnect.com/directory/national-spinning-company-headquarters/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Spinning Company – New York City,New York,NY,https://textileconnect.com/directory/national-spinning-company-new-york-city/,https://textileconnect.com/directory/national-spinning-company-new-york-city/,https://textileconnect.com/directory/national-spinning-company-new-york-city/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Spinning Company – Whiteville Plant,Whiteville,NC,https://textileconnect.com/directory/national-spinning-company-whiteville-plant/,https://textileconnect.com/directory/national-spinning-company-whiteville-plant/,https://textileconnect.com/directory/national-spinning-company-whiteville-plant/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Sporting Goods Association (NSGA),Mount Prospect,IL,https://textileconnect.com/directory/national-sporting-goods-association-nsga/,https://textileconnect.com/directory/national-sporting-goods-association-nsga/,https://textileconnect.com/directory/national-sporting-goods-association-nsga/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Textile Association (NTA),Boston,MA,https://textileconnect.com/directory/national-textile-association-nta/,https://textileconnect.com/directory/national-textile-association-nta/,https://textileconnect.com/directory/national-textile-association-nta/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Textile Industries,Brooklyn,NY,https://textileconnect.com/directory/national-textile-industries/,https://textileconnect.com/directory/national-textile-industries/,https://textileconnect.com/directory/national-textile-industries/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"National Textile Sales Co., Inc.",Lawrence,MA,https://textileconnect.com/directory/national-textile-sales-co-inc/,https://textileconnect.com/directory/national-textile-sales-co-inc/,https://textileconnect.com/directory/national-textile-sales-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
National Webbing Products (NWP) Co.,Plainview,NY,https://textileconnect.com/directory/national-webbing-products-nwp-co/,https://textileconnect.com/directory/national-webbing-products-nwp-co/,https://textileconnect.com/directory/national-webbing-products-nwp-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"National Wiper Alliance, Inc.",Swannanoa,NC,https://textileconnect.com/directory/national-wiper-alliance-inc/,https://textileconnect.com/directory/national-wiper-alliance-inc/,https://textileconnect.com/directory/national-wiper-alliance-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nations Catalog,Lexington,NC,https://textileconnect.com/directory/nations-catalog/,https://textileconnect.com/directory/nations-catalog/,https://textileconnect.com/directory/nations-catalog/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Native River Apparel,High Point,NC,https://textileconnect.com/directory/native-river-apparel/,https://textileconnect.com/directory/native-river-apparel/,https://textileconnect.com/directory/native-river-apparel/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Native Sons Screenprint,Myrtle Beach,SC,https://textileconnect.com/directory/native-sons-screenprint/,https://textileconnect.com/directory/native-sons-screenprint/,https://textileconnect.com/directory/native-sons-screenprint/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Naturally Knit Inc,Bessemer,NC,https://textileconnect.com/directory/naturally-knit-inc/,https://textileconnect.com/directory/naturally-knit-inc/,https://textileconnect.com/directory/naturally-knit-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Natural Neutrals,Commerce,CA,https://textileconnect.com/directory/natural-neutrals/,https://textileconnect.com/directory/natural-neutrals/,https://textileconnect.com/directory/natural-neutrals/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Natural Textiles Solutions,Macungie,PA,https://textileconnect.com/directory/natural-textiles-solutions/,https://textileconnect.com/directory/natural-textiles-solutions/,https://textileconnect.com/directory/natural-textiles-solutions/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
NatureWorks LLC,Minnetonka,MN,https://textileconnect.com/directory/natureworks-llc/,https://textileconnect.com/directory/natureworks-llc/,https://textileconnect.com/directory/natureworks-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
